Au_pd _ on Au,Au_pd _ on Au,Au_pd _ on Au,Au_pd _ on Au,Au_NP on 1ML PD,Au_NP on 1ML PD,Au_NP on 1ML PD,Au_NP on 1ML PD,Au_NP on Au,Au_NP on Au,Au_NP on Au,Au_NP on Au
laser power 0.05 mW,laser power 0.1 mW,laser power 0.15mW,laser power 0.2mW,laser power 0.05 mW,laser power 0.1 mW,laser power 0.15 mW,laser power 0.20 mW,laser power 0.05 mW,laser power 0.1 mW,laser power 0.15 mW,laser power 0.2mW
1813.8243, 1810.8928, 1813.5758, 1814.6682, 1812.0193, 1812.0253, 1813.9792, 1813.9792, 1815.1205, 1813.6814, 1811.9832, 1812.1414
1815.5493, 1812.6166, 1815.3008, 1816.4045, 1813.7239, 1813.7152, 1815.6868, 1815.6868, 1816.8511, 1815.4049, 1813.691, 1813.8613
1817.2738, 1814.3398, 1817.0254, 1818.1404, 1815.4279, 1815.4044, 1817.3936, 1817.3936, 1818.5813, 1817.1279, 1815.3984, 1815.5808
1818.9979, 1816.0626, 1818.7494, 1819.8757, 1817.1313, 1817.0931, 1819.0999, 1819.0999, 1820.3109, 1818.8505, 1817.1053, 1817.2999
1820.7214, 1817.7849, 1820.473, 1821.6107, 1818.8342, 1818.7812, 1820.8057, 1820.8057, 1822.04, 1820.5724, 1818.8116, 1819.0184
1822.4445, 1819.5067, 1822.196, 1823.3452, 1820.5365, 1820.4689, 1822.5107, 1822.5107, 1823.7687, 1822.2939, 1820.5175, 1820.7365
1824.167, 1821.228, 1823.9187, 1825.0792, 1822.2383, 1822.1558, 1824.2155, 1824.2155, 1825.4969, 1824.015, 1822.2228, 1822.454
1825.8892, 1822.9489, 1825.6409, 1826.8129, 1823.9396, 1823.8422, 1825.9196, 1825.9196, 1827.2247, 1825.7356, 1823.9275, 1824.1711
1827.6107, 1824.6692, 1827.3624, 1828.5459, 1825.6401, 1825.5278, 1827.623, 1827.623, 1828.9519, 1827.4556, 1825.6318, 1825.8877
1829.3318, 1826.389, 1829.0836, 1830.2786, 1827.3403, 1827.213, 1829.326, 1829.326, 1830.6787, 1829.1752, 1827.3354, 1827.6038
1831.0525, 1828.1084, 1830.8043, 1832.0109, 1829.0398, 1828.8976, 1831.0284, 1831.0284, 1832.405, 1830.8943, 1829.0387, 1829.3193
1832.7726, 1829.8273, 1832.5244, 1833.7426, 1830.7389, 1830.5815, 1832.7303, 1832.7303, 1834.1309, 1832.6128, 1830.7413, 1831.0344
1834.4922, 1831.5457, 1834.2441, 1835.4739, 1832.4373, 1832.2649, 1834.4316, 1834.4316, 1835.8563, 1834.3309, 1832.4435, 1832.749
1836.2113, 1833.2637, 1835.9634, 1837.2047, 1834.1351, 1833.9478, 1836.1323, 1836.1323, 1837.5812, 1836.0486, 1834.145, 1834.4631
1837.9299, 1834.9811, 1837.6821, 1838.9352, 1835.8325, 1835.6299, 1837.8325, 1837.8325, 1839.3055, 1837.7656, 1835.8461, 1836.1768
1839.6481, 1836.698, 1839.4004, 1840.665, 1837.5293, 1837.3115, 1839.5322, 1839.5322, 1841.0295, 1839.4823, 1837.5466, 1837.8899
1841.3658, 1838.4144, 1841.1182, 1842.3945, 1839.2255, 1838.9924, 1841.2313, 1841.2313, 1842.7531, 1841.1985, 1839.2467, 1839.6025
1843.083, 1840.1304, 1842.8354, 1844.1237, 1840.9211, 1840.6729, 1842.9298, 1842.9298, 1844.476, 1842.9141, 1840.9462, 1841.3147
1844.7997, 1841.8458, 1844.5522, 1845.8522, 1842.6162, 1842.3527, 1844.6278, 1844.6278, 1846.1985, 1844.6293, 1842.6451, 1843.0264
1846.5159, 1843.5608, 1846.2686, 1847.5803, 1844.3108, 1844.0319, 1846.3252, 1846.3252, 1847.9205, 1846.344, 1844.3436, 1844.7375
1848.2316, 1845.2753, 1847.9844, 1849.308, 1846.0048, 1845.7106, 1848.0221, 1848.0221, 1849.6421, 1848.0581, 1846.0415, 1846.4481
1849.9468, 1846.9893, 1849.6997, 1851.0353, 1847.6982, 1847.3885, 1849.7184, 1849.7184, 1851.3632, 1849.7719, 1847.7389, 1848.1583
1851.6615, 1848.7028, 1851.4146, 1852.7621, 1849.3911, 1849.066, 1851.4142, 1851.4142, 1853.0839, 1851.4851, 1849.4358, 1849.868
1853.3757, 1850.4158, 1853.1289, 1854.4884, 1851.0834, 1850.7428, 1853.1094, 1853.1094, 1854.804, 1853.1978, 1851.1321, 1851.5773
1855.0895, 1852.1283, 1854.8428, 1856.2142, 1852.7751, 1852.4191, 1854.8041, 1854.8041, 1856.5237, 1854.91, 1852.8279, 1853.2859
1856.8029, 1853.8403, 1856.5562, 1857.9397, 1854.4664, 1854.0947, 1856.4982, 1856.4982, 1858.2428, 1856.6218, 1854.5232, 1854.9941
1858.5156, 1855.5519, 1858.2692, 1859.6646, 1856.157, 1855.7698, 1858.1917, 1858.1917, 1859.9615, 1858.333, 1856.2179, 1856.7018
1860.2279, 1857.2629, 1859.9816, 1861.3892, 1857.8472, 1857.4442, 1859.8846, 1859.8846, 1861.6798, 1860.0438, 1857.9121, 1858.4091
1861.9397, 1858.9735, 1861.6935, 1863.1132, 1859.5366, 1859.1182, 1861.5771, 1861.5771, 1863.3976, 1861.754, 1859.6058, 1860.1158
1863.651, 1860.6836, 1863.405, 1864.8368, 1861.2257, 1860.7914, 1863.2689, 1863.2689, 1865.1149, 1863.4639, 1861.2991, 1861.822
1865.3618, 1862.3933, 1865.116, 1866.5599, 1862.9141, 1862.4641, 1864.9603, 1864.9603, 1866.8317, 1865.1732, 1862.9917, 1863.5278
1867.0721, 1864.1024, 1866.8265, 1868.2826, 1864.6019, 1864.1362, 1866.6511, 1866.6511, 1868.5481, 1866.882, 1864.6838, 1865.233
1868.7819, 1865.811, 1868.5365, 1870.0049, 1866.2893, 1865.8077, 1868.3413, 1868.3413, 1870.2639, 1868.5903, 1866.3754, 1866.9377
1870.4912, 1867.5192, 1870.2461, 1871.7266, 1867.9761, 1867.4786, 1870.031, 1870.031, 1871.9794, 1870.2981, 1868.0665, 1868.6421
1872.2001, 1869.2268, 1871.9551, 1873.448, 1869.6622, 1869.1489, 1871.7201, 1871.7201, 1873.6942, 1872.0055, 1869.757, 1870.3458
1873.9084, 1870.934, 1873.6637, 1875.1688, 1871.3479, 1870.8186, 1873.4086, 1873.4086, 1875.4087, 1873.7124, 1871.447, 1872.0491
1875.6163, 1872.6406, 1875.3717, 1876.8893, 1873.033, 1872.4878, 1875.0966, 1875.0966, 1877.1227, 1875.4187, 1873.1365, 1873.752
1877.3237, 1874.3468, 1877.0793, 1878.6093, 1874.7175, 1874.1562, 1876.7841, 1876.7841, 1878.8362, 1877.1246, 1874.8254, 1875.4542
1879.0306, 1876.0525, 1878.7865, 1880.3287, 1876.4015, 1875.8242, 1878.4709, 1878.4709, 1880.5492, 1878.83, 1876.5139, 1877.156
1880.7371, 1877.7577, 1880.493, 1882.0479, 1878.085, 1877.4916, 1880.1572, 1880.1572, 1882.2617, 1880.5349, 1878.2018, 1878.8573
1882.443, 1879.4625, 1882.1992, 1883.7665, 1879.7678, 1879.1583, 1881.843, 1881.843, 1883.9738, 1882.2394, 1879.8892, 1880.5581
1884.1484, 1881.1667, 1883.9049, 1885.4846, 1881.4502, 1880.8245, 1883.5283, 1883.5283, 1885.6854, 1883.9432, 1881.576, 1882.2584
1885.8533, 1882.8705, 1885.6101, 1887.2023, 1883.132, 1882.49, 1885.2129, 1885.2129, 1887.3965, 1885.6467, 1883.2625, 1883.9584
1887.5577, 1884.5737, 1887.3148, 1888.9196, 1884.8131, 1884.155, 1886.8971, 1886.8971, 1889.1072, 1887.3496, 1884.9482, 1885.6577
1889.2617, 1886.2765, 1889.019, 1890.6364, 1886.4938, 1885.8193, 1888.5806, 1888.5806, 1890.8174, 1889.0521, 1886.6334, 1887.3566
1890.9652, 1887.9788, 1890.7227, 1892.3527, 1888.1738, 1887.4832, 1890.2637, 1890.2637, 1892.5271, 1890.754, 1888.3182, 1889.0549
1892.6682, 1889.6805, 1892.4259, 1894.0686, 1889.8534, 1889.1464, 1891.946, 1891.946, 1894.2363, 1892.4556, 1890.0024, 1890.7528
1894.3706, 1891.3818, 1894.1287, 1895.7841, 1891.5323, 1890.809, 1893.6279, 1893.6279, 1895.9451, 1894.1565, 1891.6862, 1892.4501
1896.0726, 1893.0828, 1895.8309, 1897.499, 1893.2108, 1892.4709, 1895.3093, 1895.3093, 1897.6533, 1895.8571, 1893.3694, 1894.147
1897.7742, 1894.7831, 1897.5327, 1899.2135, 1894.8887, 1894.1323, 1896.9901, 1896.9901, 1899.3611, 1897.557, 1895.052, 1895.8434
1899.4752, 1896.4829, 1899.2341, 1900.9276, 1896.566, 1895.7932, 1898.6703, 1898.6703, 1901.0685, 1899.2566, 1896.7341, 1897.5393
1901.1757, 1898.1823, 1900.9349, 1902.6412, 1898.2428, 1897.4534, 1900.35, 1900.35, 1902.7753, 1900.9556, 1898.4156, 1899.2347
1902.8757, 1899.8811, 1902.6353, 1904.3544, 1899.9189, 1899.113, 1902.0292, 1902.0292, 1904.4817, 1902.6542, 1900.0968, 1900.9297
1904.5753, 1901.5795, 1904.3351, 1906.0671, 1901.5946, 1900.7721, 1903.7078, 1903.7078, 1906.1876, 1904.3522, 1901.7772, 1902.624
1906.2743, 1903.2773, 1906.0344, 1907.7794, 1903.2697, 1902.4304, 1905.3857, 1905.3857, 1907.8931, 1906.0498, 1903.4573, 1904.318
1907.9729, 1904.9749, 1907.7334, 1909.4912, 1904.9442, 1904.0884, 1907.0632, 1907.0632, 1909.598, 1907.7468, 1905.1367, 1906.0115
1909.671, 1906.6718, 1909.4318, 1911.2025, 1906.6182, 1905.7456, 1908.7401, 1908.7401, 1911.3025, 1909.4435, 1906.8158, 1907.7043
1911.3685, 1908.3682, 1911.1296, 1912.9135, 1908.2916, 1907.4022, 1910.4164, 1910.4164, 1913.0065, 1911.1395, 1908.4941, 1909.3969
1913.0657, 1910.0641, 1912.8271, 1914.6239, 1909.9645, 1909.0583, 1912.0923, 1912.0923, 1914.71, 1912.8352, 1910.1721, 1911.0887
1914.7623, 1911.7595, 1914.524, 1916.3339, 1911.6368, 1910.7137, 1913.7675, 1913.7675, 1916.4131, 1914.5303, 1911.8495, 1912.7803
1916.4584, 1913.4545, 1916.2205, 1918.0435, 1913.3086, 1912.3687, 1915.4421, 1915.4421, 1918.1156, 1916.225, 1913.5264, 1914.4712
1918.1541, 1915.149, 1917.9165, 1919.7526, 1914.9797, 1914.0229, 1917.1163, 1917.1163, 1919.8177, 1917.9191, 1915.2026, 1916.1617
1919.8491, 1916.843, 1919.6119, 1921.4612, 1916.6504, 1915.6766, 1918.7899, 1918.7899, 1921.5194, 1919.6128, 1916.8784, 1917.8517
1921.5438, 1918.5365, 1921.307, 1923.1693, 1918.3206, 1917.3297, 1920.4629, 1920.4629, 1923.2205, 1921.3059, 1918.5537, 1919.5413
1923.2379, 1920.2295, 1923.0016, 1924.8771, 1919.99, 1918.9822, 1922.1354, 1922.1354, 1924.9211, 1922.9987, 1920.2284, 1921.2302
1924.9316, 1921.922, 1924.6956, 1926.5844, 1921.6591, 1920.6342, 1923.8073, 1923.8073, 1926.6213, 1924.6908, 1921.9027, 1922.9187
1926.6248, 1923.6141, 1926.3892, 1928.2911, 1923.3274, 1922.2854, 1925.4786, 1925.4786, 1928.3212, 1926.3826, 1923.5764, 1924.6068
1928.3175, 1925.3057, 1928.0823, 1929.9976, 1924.9952, 1923.9362, 1927.1494, 1927.1494, 1930.0204, 1928.0737, 1925.2495, 1926.2943
1930.0098, 1926.9967, 1929.7748, 1931.7035, 1926.6626, 1925.5863, 1928.8197, 1928.8197, 1931.7191, 1929.7644, 1926.9221, 1927.9813
1931.7014, 1928.6873, 1931.4669, 1933.4089, 1928.3293, 1927.2358, 1930.4894, 1930.4894, 1933.4175, 1931.4547, 1928.5942, 1929.6678
1933.3926, 1930.3773, 1933.1586, 1935.1139, 1929.9956, 1928.8848, 1932.1586, 1932.1586, 1935.1154, 1933.1444, 1930.2659, 1931.3539
1935.0834, 1932.067, 1934.8497, 1936.8185, 1931.6611, 1930.5331, 1933.8271, 1933.8271, 1936.8126, 1934.8337, 1931.9369, 1933.0396
1936.7736, 1933.7561, 1936.5404, 1938.5226, 1933.3263, 1932.1808, 1935.4951, 1935.4951, 1938.5095, 1936.5225, 1933.6074, 1934.7246
1938.4634, 1935.4447, 1938.2305, 1940.2262, 1934.9908, 1933.828, 1937.1626, 1937.1626, 1940.2059, 1938.2108, 1935.2775, 1936.4092
1940.1526, 1937.1328, 1939.9202, 1941.9294, 1936.6548, 1935.4746, 1938.8296, 1938.8296, 1941.9019, 1939.8986, 1936.9469, 1938.0933
1941.8414, 1938.8204, 1941.6094, 1943.6322, 1938.3182, 1937.1205, 1940.496, 1940.496, 1943.5974, 1941.5858, 1938.616, 1939.7769
1943.5297, 1940.5077, 1943.2981, 1945.3345, 1939.9811, 1938.7659, 1942.1617, 1942.1617, 1945.2924, 1943.2727, 1940.2843, 1941.46
1945.2174, 1942.1943, 1944.9863, 1947.0363, 1941.6433, 1940.4106, 1943.827, 1943.827, 1946.9868, 1944.959, 1941.9523, 1943.1426
1946.9048, 1943.8805, 1946.6741, 1948.7377, 1943.3051, 1942.0549, 1945.4917, 1945.4917, 1948.6809, 1946.6449, 1943.6196, 1944.8247
1948.5916, 1945.5662, 1948.3615, 1950.4386, 1944.9663, 1943.6985, 1947.1559, 1947.1559, 1950.3744, 1948.3302, 1945.2865, 1946.5063
1950.278, 1947.2515, 1950.0482, 1952.139, 1946.627, 1945.3414, 1948.8195, 1948.8195, 1952.0675, 1950.015, 1946.9528, 1948.1874
1951.9637, 1948.9362, 1951.7345, 1953.8391, 1948.287, 1946.9839, 1950.4824, 1950.4824, 1953.7601, 1951.6995, 1948.6185, 1949.868
1953.649, 1950.6204, 1953.4203, 1955.5387, 1949.9465, 1948.6257, 1952.145, 1952.145, 1955.4523, 1953.3833, 1950.2838, 1951.5482
1955.334, 1952.3041, 1955.1056, 1957.2378, 1951.6055, 1950.267, 1953.8069, 1953.8069, 1957.1439, 1955.0667, 1951.9486, 1953.2279
1957.0183, 1953.9874, 1956.7905, 1958.9364, 1953.2639, 1951.9076, 1955.4683, 1955.4683, 1958.8351, 1956.7496, 1953.6128, 1954.907
1958.7021, 1955.6702, 1958.4749, 1960.6346, 1954.9218, 1953.5476, 1957.1292, 1957.1292, 1960.5259, 1958.432, 1955.2765, 1956.5857
1960.3855, 1957.3524, 1960.1587, 1962.3324, 1956.5791, 1955.187, 1958.7893, 1958.7893, 1962.2161, 1960.114, 1956.9397, 1958.2639
1962.0685, 1959.0342, 1961.8422, 1964.0297, 1958.2358, 1956.8258, 1960.4491, 1960.4491, 1963.9059, 1961.7954, 1958.6023, 1959.9415
1963.7509, 1960.7156, 1963.525, 1965.7266, 1959.8921, 1958.4641, 1962.1083, 1962.1083, 1965.5951, 1963.4763, 1960.2644, 1961.6188
1965.4327, 1962.3964, 1965.2075, 1967.423, 1961.5477, 1960.1018, 1963.7668, 1963.7668, 1967.2839, 1965.1569, 1961.926, 1963.2955
1967.1141, 1964.0767, 1966.8894, 1969.1189, 1963.2028, 1961.7389, 1965.4249, 1965.4249, 1968.9723, 1966.8368, 1963.587, 1964.9717
1968.7952, 1965.7565, 1968.5709, 1970.8143, 1964.8573, 1963.3752, 1967.0824, 1967.0824, 1970.6602, 1968.5162, 1965.2476, 1966.6475
1970.4756, 1967.4359, 1970.2518, 1972.5094, 1966.5112, 1965.0112, 1968.7394, 1968.7394, 1972.3475, 1970.1953, 1966.9076, 1968.3226
1972.1555, 1969.1147, 1971.9324, 1974.204, 1968.1647, 1966.6465, 1970.3958, 1970.3958, 1974.0344, 1971.8738, 1968.567, 1969.9973
1973.835, 1970.7931, 1973.6123, 1975.8981, 1969.8175, 1968.2811, 1972.0515, 1972.0515, 1975.7208, 1973.5518, 1970.226, 1971.6716
1975.5139, 1972.4711, 1975.2919, 1977.5918, 1971.4698, 1969.9153, 1973.7068, 1973.7068, 1977.4069, 1975.2292, 1971.8844, 1973.3453
1977.1924, 1974.1484, 1976.9709, 1979.285, 1973.1216, 1971.5487, 1975.3616, 1975.3616, 1979.0923, 1976.9064, 1973.5424, 1975.0186
1978.8705, 1975.8253, 1978.6494, 1980.9778, 1974.7727, 1973.1816, 1977.0157, 1977.0157, 1980.7773, 1978.5829, 1975.1997, 1976.6914
1980.548, 1977.5017, 1980.3275, 1982.67, 1976.4233, 1974.814, 1978.6693, 1978.6693, 1982.4619, 1980.2589, 1976.8566, 1978.3636
1982.225, 1979.1777, 1982.0051, 1984.3619, 1978.0735, 1976.4457, 1980.3224, 1980.3224, 1984.146, 1981.9346, 1978.5128, 1980.0354
1983.9015, 1980.8531, 1983.6823, 1986.0533, 1979.723, 1978.0768, 1981.9749, 1981.9749, 1985.8296, 1983.6096, 1980.1686, 1981.7067
1985.5775, 1982.5281, 1985.3589, 1987.7443, 1981.3719, 1979.7074, 1983.6268, 1983.6268, 1987.5127, 1985.2842, 1981.8239, 1983.3776
1987.2531, 1984.2026, 1987.035, 1989.4348, 1983.0204, 1981.3373, 1985.2782, 1985.2782, 1989.1953, 1986.9584, 1983.4786, 1985.0479
1988.9281, 1985.8766, 1988.7106, 1991.1248, 1984.6682, 1982.9667, 1986.9291, 1986.9291, 1990.8774, 1988.632, 1985.1328, 1986.7177
1990.6027, 1987.55, 1990.3857, 1992.8145, 1986.3156, 1984.5953, 1988.5793, 1988.5793, 1992.5592, 1990.3051, 1986.7865, 1988.387
1992.2767, 1989.2231, 1992.0604, 1994.5035, 1987.9623, 1986.2235, 1990.2291, 1990.2291, 1994.2404, 1991.9777, 1988.4397, 1990.0558
1993.9503, 1990.8956, 1993.7347, 1996.1923, 1989.6084, 1987.8511, 1991.8783, 1991.8783, 1995.9211, 1993.6499, 1990.0923, 1991.7241
1995.6234, 1992.5676, 1995.4084, 1997.8805, 1991.254, 1989.4781, 1993.5269, 1993.5269, 1997.6014, 1995.3215, 1991.7444, 1993.392
1997.296, 1994.2393, 1997.0817, 1999.5682, 1992.8992, 1991.1045, 1995.1749, 1995.1749, 1999.2812, 1996.9927, 1993.396, 1995.0593
1998.9681, 1995.9103, 1998.7544, 2001.2556, 1994.5437, 1992.7302, 1996.8225, 1996.8225, 2000.9604, 1998.6633, 1995.0471, 1996.7262
2000.6398, 1997.5808, 2000.4266, 2002.9424, 1996.1876, 1994.3555, 1998.4694, 1998.4694, 2002.6394, 2000.3336, 1996.6976, 1998.3926
2002.3109, 1999.251, 2002.0984, 2004.6288, 1997.8311, 1995.9801, 2000.1158, 2000.1158, 2004.3177, 2002.0033, 1998.3475, 2000.0583
2003.9816, 2000.9205, 2003.7697, 2006.3148, 1999.4739, 1997.604, 2001.7617, 2001.7617, 2005.9956, 2003.6725, 1999.9971, 2001.7238
2005.6517, 2002.5896, 2005.4406, 2008.0004, 2001.1162, 1999.2274, 2003.407, 2003.407, 2007.6731, 2005.3412, 2001.646, 2003.3887
2007.3214, 2004.2583, 2007.1108, 2009.6854, 2002.7579, 2000.8502, 2005.0516, 2005.0516, 2009.35, 2007.0095, 2003.2944, 2005.0531
2008.9906, 2005.9264, 2008.7806, 2011.37, 2004.399, 2002.4725, 2006.6959, 2006.6959, 2011.0265, 2008.6772, 2004.9423, 2006.717
2010.6593, 2007.594, 2010.4501, 2013.0541, 2006.0397, 2004.0941, 2008.3395, 2008.3395, 2012.7024, 2010.3445, 2006.5897, 2008.3804
2012.3275, 2009.2612, 2012.1189, 2014.7378, 2007.6798, 2005.7152, 2009.9825, 2009.9825, 2014.3779, 2012.0112, 2008.2366, 2010.0433
2013.9951, 2010.9279, 2013.7874, 2016.421, 2009.3193, 2007.3356, 2011.6251, 2011.6251, 2016.053, 2013.6775, 2009.8828, 2011.7057
2015.6624, 2012.594, 2015.4552, 2018.1039, 2010.9583, 2008.9554, 2013.2671, 2013.2671, 2017.7275, 2015.3434, 2011.5286, 2013.3677
2017.3291, 2014.2598, 2017.1227, 2019.7861, 2012.5967, 2010.5747, 2014.9084, 2014.9084, 2019.4017, 2017.0087, 2013.1738, 2015.0292
2018.9954, 2015.9249, 2018.7896, 2021.468, 2014.2345, 2012.1934, 2016.5493, 2016.5493, 2021.0753, 2018.6735, 2014.8186, 2016.6901
2020.6611, 2017.5896, 2020.4561, 2023.1495, 2015.8718, 2013.8114, 2018.1897, 2018.1897, 2022.7484, 2020.3378, 2016.4628, 2018.3506
2022.3264, 2019.2539, 2022.1219, 2024.8304, 2017.5085, 2015.429, 2019.8293, 2019.8293, 2024.4211, 2022.0016, 2018.1064, 2020.0105
2023.9911, 2020.9176, 2023.7875, 2026.511, 2019.1448, 2017.0458, 2021.4686, 2021.4686, 2026.0933, 2023.665, 2019.7496, 2021.6699
2025.6554, 2022.5809, 2025.4525, 2028.191, 2020.7804, 2018.6621, 2023.1072, 2023.1072, 2027.765, 2025.3279, 2021.3923, 2023.329
2027.3192, 2024.2437, 2027.1171, 2029.8707, 2022.4154, 2020.2777, 2024.7454, 2024.7454, 2029.4363, 2026.9902, 2023.0344, 2024.9874
2028.9825, 2025.9059, 2028.781, 2031.5498, 2024.0499, 2021.8928, 2026.3828, 2026.3828, 2031.1071, 2028.6521, 2024.6759, 2026.6455
2030.6453, 2027.5677, 2030.4446, 2033.2285, 2025.6838, 2023.5073, 2028.0198, 2028.0198, 2032.7773, 2030.3135, 2026.317, 2028.303
2032.3076, 2029.229, 2032.1077, 2034.9069, 2027.3173, 2025.1212, 2029.6562, 2029.6562, 2034.4471, 2031.9744, 2027.9575, 2029.96
2033.9695, 2030.8899, 2033.7703, 2036.5846, 2028.9502, 2026.7346, 2031.2921, 2031.2921, 2036.1166, 2033.6349, 2029.5975, 2031.6165
2035.6309, 2032.5502, 2035.4324, 2038.262, 2030.5824, 2028.3473, 2032.9274, 2032.9274, 2037.7854, 2035.2948, 2031.2369, 2033.2725
2037.2916, 2034.21, 2037.094, 2039.9388, 2032.2141, 2029.9595, 2034.5621, 2034.5621, 2039.4539, 2036.9542, 2032.876, 2034.9281
2038.952, 2035.8694, 2038.7551, 2041.6152, 2033.8453, 2031.5709, 2036.1964, 2036.1964, 2041.1217, 2038.6132, 2034.5143, 2036.5831
2040.6119, 2037.5282, 2040.4158, 2043.2913, 2035.476, 2033.1819, 2037.83, 2037.83, 2042.7892, 2040.2716, 2036.1522, 2038.2377
2042.2712, 2039.1866, 2042.0759, 2044.9668, 2037.1061, 2034.7922, 2039.4631, 2039.4631, 2044.4562, 2041.9296, 2037.7896, 2039.8917
2043.9302, 2040.8445, 2043.7356, 2046.6418, 2038.7356, 2036.402, 2041.0956, 2041.0956, 2046.1227, 2043.587, 2039.4264, 2041.5453
2045.5886, 2042.5018, 2045.3948, 2048.3164, 2040.3645, 2038.0112, 2042.7277, 2042.7277, 2047.7887, 2045.244, 2041.0627, 2043.1984
2047.2465, 2044.1588, 2047.0535, 2049.9907, 2041.9929, 2039.6198, 2044.359, 2044.359, 2049.4543, 2046.9006, 2042.6985, 2044.851
2048.9038, 2045.8152, 2048.7117, 2051.6643, 2043.6207, 2041.2277, 2045.9899, 2045.9899, 2051.1194, 2048.5566, 2044.3337, 2046.5031
2050.5608, 2047.4712, 2050.3694, 2053.3376, 2045.248, 2042.8351, 2047.6202, 2047.6202, 2052.7839, 2050.2122, 2045.9685, 2048.1545
2052.2173, 2049.1267, 2052.0266, 2055.0105, 2046.8748, 2044.4419, 2049.25, 2049.25, 2054.448, 2051.8672, 2047.6027, 2049.8057
2053.8733, 2050.7815, 2053.6836, 2056.6829, 2048.501, 2046.0481, 2050.8792, 2050.8792, 2056.1118, 2053.5217, 2049.2363, 2051.4563
2055.5286, 2052.436, 2055.3398, 2058.3547, 2050.1265, 2047.6537, 2052.5078, 2052.5078, 2057.7749, 2055.1758, 2050.8696, 2053.1064
2057.1836, 2054.0901, 2056.9956, 2060.0261, 2051.7517, 2049.2588, 2054.136, 2054.136, 2059.4375, 2056.8293, 2052.5022, 2054.7561
2058.8381, 2055.7434, 2058.6509, 2061.6973, 2053.3762, 2050.863, 2055.7634, 2055.7634, 2061.0999, 2058.4824, 2054.1343, 2056.4053
2060.4922, 2057.3965, 2060.3057, 2063.3677, 2055.0, 2052.4668, 2057.3906, 2057.3906, 2062.7615, 2060.135, 2055.7659, 2058.054
2062.1458, 2059.0491, 2061.96, 2065.0378, 2056.6235, 2054.0701, 2059.0168, 2059.0168, 2064.4229, 2061.7871, 2057.397, 2059.7021
2063.7986, 2060.7012, 2063.614, 2066.7075, 2058.2463, 2055.6729, 2060.6428, 2060.6428, 2066.0837, 2063.4387, 2059.0273, 2061.3496
2065.4512, 2062.3525, 2065.2673, 2068.3767, 2059.8687, 2057.2749, 2062.2681, 2062.2681, 2067.7439, 2065.0898, 2060.6575, 2062.9968
2067.1033, 2064.0037, 2066.9202, 2070.0454, 2061.4902, 2058.8762, 2063.8928, 2063.8928, 2069.4038, 2066.7405, 2062.2869, 2064.6436
2068.7546, 2065.6543, 2068.5728, 2071.7136, 2063.1116, 2060.4771, 2065.5171, 2065.5171, 2071.0632, 2068.3906, 2063.9158, 2066.2898
2070.4058, 2067.3044, 2070.2246, 2073.3816, 2064.7322, 2062.0774, 2067.1409, 2067.1409, 2072.7222, 2070.0403, 2065.5442, 2067.9355
2072.0564, 2068.9539, 2071.876, 2075.0488, 2066.3521, 2063.677, 2068.7639, 2068.7639, 2074.3806, 2071.6895, 2067.1721, 2069.5806
2073.7065, 2070.603, 2073.5271, 2076.7158, 2067.9717, 2065.2761, 2070.3865, 2070.3865, 2076.0386, 2073.3381, 2068.7993, 2071.2253
2075.356, 2072.2517, 2075.1775, 2078.3823, 2069.5906, 2066.8745, 2072.0085, 2072.0085, 2077.696, 2074.9863, 2070.4263, 2072.8696
2077.0051, 2073.8997, 2076.8274, 2080.0483, 2071.209, 2068.4724, 2073.6299, 2073.6299, 2079.353, 2076.634, 2072.0525, 2074.5132
2078.6538, 2075.5474, 2078.4771, 2081.7139, 2072.8269, 2070.0698, 2075.2507, 2075.2507, 2081.0095, 2078.2812, 2073.6782, 2076.1565
2080.3018, 2077.1946, 2080.126, 2083.3789, 2074.4441, 2071.6665, 2076.8711, 2076.8711, 2082.6655, 2079.928, 2075.3035, 2077.7993
2081.9495, 2078.8413, 2081.7747, 2085.0435, 2076.0608, 2073.2625, 2078.491, 2078.491, 2084.321, 2081.5742, 2076.9282, 2079.4414
2083.5967, 2080.4873, 2083.4226, 2086.7078, 2077.677, 2074.8579, 2080.1101, 2080.1101, 2085.9763, 2083.2202, 2078.5525, 2081.0833
2085.2432, 2082.1331, 2085.0703, 2088.3716, 2079.2927, 2076.4529, 2081.7288, 2081.7288, 2087.6309, 2084.8655, 2080.1763, 2082.7246
2086.8894, 2083.7783, 2086.7173, 2090.0349, 2080.9077, 2078.0474, 2083.3469, 2083.3469, 2089.2852, 2086.5103, 2081.7993, 2084.3652
2088.5352, 2085.4231, 2088.364, 2091.6978, 2082.5222, 2079.6409, 2084.9646, 2084.9646, 2090.9387, 2088.1545, 2083.4219, 2086.0056
2090.1802, 2087.0671, 2090.01, 2093.3601, 2084.1362, 2081.2341, 2086.5815, 2086.5815, 2092.592, 2089.7983, 2085.0439, 2087.6453
2091.825, 2088.7109, 2091.6558, 2095.022, 2085.7495, 2082.8267, 2088.198, 2088.198, 2094.2446, 2091.4417, 2086.6655, 2089.2847
2093.4692, 2090.3542, 2093.3008, 2096.6833, 2087.3623, 2084.4187, 2089.814, 2089.814, 2095.897, 2093.0845, 2088.2866, 2090.9233
2095.1128, 2091.9971, 2094.9456, 2098.3445, 2088.9746, 2086.01, 2091.4292, 2091.4292, 2097.5488, 2094.7266, 2089.9072, 2092.5618
